Description,Label
"Người Miền Bắc,người Miền Trung,người Miền Nam cũng đều là người Việt Nam,tất cả các miền đều có người tốt người xấu,nhưng hầu như đa số tất cả việt cộng mà leo lên hàng lãnh đạo từ cấp tổ dân phố,cấp phường cho tới cấp chóp bu thì không có đứa nào là người tốt cả",toxic
chưa vk chưa ny uống vào ko biết có động dục ko nhỉ 🤨,non-toxic
Hải Hải =))),non-toxic
Con đỷ mẹ mày con chó,toxic
Vãi lộc,toxic
Như này đủ tấu hài chưa thầy :Đ,non-toxic
Minh Hoàng lần này bọn Thái vẽ bo vc ra. lúc nào cũng tâm bo. 😞,toxic
Có ai bị nổi da gà ko :>>,non-toxic
Nghe Rất Vô Sinh Nhưng Lại Sinh 3,non-toxic
Yêu người Hồng Kông và yêu cảnh sát Hồng Kông Vì Hồng Kông Tự Do,non-toxic
"Lạc hậu, nghèo đói , trộm cươp...thời đại rực cmn rỡ",toxic
"Một thời vào sinh ra tử vì đất nước, mang trong mình thương tật của chiến tranh. Giờ khi hòa bình người lính đó lại lao vào cuộc chiến mưu sinh với 1cuộc sống khó khăn , vậy mà giờ vướng vào vòng lao lý với một tai nạn không mong muốn , thật sự cuộc sống này có phải quá bất công với những người nghèo khổ khong",non-toxic
quá chuẩn ảb ạ.,non-toxic
Giống mấy thằng biến thái tụt quần show hàng đi lung tung trong xóm,toxic
"@Bé Hoan Banana tự nhiên kêu nó câm , m có vấn đề về thần kinh k",toxic
Thật chán với chế độ quản lý dân sinh,non-toxic
Ui giồi chửi kinh quá,toxic
Mình đanh vĩnh biệt cao lôn đi anh,toxic
M tính chơi bê đê à,toxic
Em xin chia buồn với Hàn Quốc một đất nước thượng đẳng :((( nhưng em cũng muốn nói ditmevualonetaolam :))))),toxic
Hoàng Xuân Tâm Tùng đi ỉa lúc mấy giờ bạn biết ko sao mà ko biết nó dùng lồn đi cmt dạo,toxic
Ví anh làm kiểu gì mà trong ví lúc nào cx nhiều tiền vậy ?,non-toxic
Chúng tôi đã đi trước các bn hàng chục năm về cái này rùi,non-toxic
TRAN DAN TIEN BO.MOI GIA NHAP DCS.,non-toxic
Bùi Nga Quỳnh Anh chán chị :(,non-toxic
Lũ chó chết. Đkm loạn mẹ nó rồi. Xh như lồn,toxic
Jasmine Bui tứ quý nào cũng chặt đc đôi heo hết,non-toxic
Đệt 2 năm r đã bốc mộ r,non-toxic
Tết thầy mà để Sela xông nhà là năm sau tán gia bại sản luôn đó thầy.,non-toxic
Dm =)),toxic
Mikaela Hyakuya chủ tịch cái vẹo gì tầm này... Đinh la thăng còn hẹo... Dăm ba thằng chủ tịch ghẻ,toxic
Nguễn Trường vcl intro,toxic
xám khí đú,toxic
Hứa Sơn ghép cho bạn thành ộp pa luôn nhá 😄,non-toxic
Anh Ba nhận họ hàng đi này =)),non-toxic
thành phần thối nát,toxic
clm =)),toxic
Like nha <3,non-toxic
ship a 10 hộp ra bắc ninh nào,non-toxic
K-ATM có phải ca sĩ méo đâu mà cho vào đây 😂,toxic
Vailon :)),toxic
giống lão gà mên teong là xì trum vl,toxic
"Hô ng việt dùng hàng việt đâu hết rồi, làm mẫu đi chứ",non-toxic
Dã man quá,non-toxic
Anh đéo phải trình bày,toxic
"2 cái thằng mọi rợ này phải cho nó ở tù mục xương thì nó mới tởn ! Chứ cho bọn nó ở tù có vài năm, bọn nó đéo có sợ đâu !",toxic
Cực kỳ kì thuyết phục,non-toxic
"Với tình trạng người dân dọn dẹp nhà cửa trước tết đang leo thang. Tôi đề nghị các ban ngành, cơ quan hữu quan phải có biện pháp cải thiện tình trạng bằng một số hình thức như tuyên truyền, răn đe, thu thuế môi trường thật nặng cho những ai dọn nhà cửa nhân dịp tết đến xuân về",non-toxic
"NHNN lại có việc , thằng Son đổi USD số lượng lớn ra tiền Việt kìa . Dân đổi 100USD thì nó đè ra phạt 90tr , thằng cán bộ đổi mấy triệu USD có khi xe chở tiền nó lùi vào tận cửa phòng khách ... Pháp luật phân biệt đối xử vcl",toxic
Kiện chết mẹ nhà nó cho nó đi tù 12 năm đi bồi thường thuêtj hại cho cả khu,toxic
20-11 quá trọn vẹn cho thầy tuiii,non-toxic
Cả Lê Hữu,non-toxic
Đừng đụng đến Bắc kỳ,toxic
"Gia mà nói chuyện vô duyên, khoe khoang đu thu",toxic
bo` cho' do chu' co` do cai' cc gi`,toxic
nhớ đóng kín cửa nha. chúc các bạn baker hít thở không khí trong L )))),toxic
Haha trend cai(.),toxic
Tiên tri vũ trụ Trần Đần đại ngu.,toxic
Kiều Trinh Hương Giang Khúc Nguyễn Minh Như huhu tết này chị em về đánh bài miếng i :),non-toxic
Tài Nguyễn còn non và xanh lứm 🤣,non-toxic
Chuẩn rồi. Bọn nó k có lập trường và định kiến. Loại người như vậy sống cũng éo để làm gì. Đúng sai mà còn k biết thì biết gì ?,toxic
Bạn nào hợp tác làm đứa k chứ vã qué,non-toxic
"Nhàn Lê nhạc lần này đúng là k hay thiệt, mấy bài trc nghe còn thấy hay, mong là sau lần comback này ra nhạc đỉnh hơn, chứ bài này nghe ái ái kiểu gì á",non-toxic
Paula Lưu Cua đéo phải động vật à bạn ei 😀 ????,toxic
"Tới bến, sáng dzìa",non-toxic
"Vũ Khắc Tiệp-kẻ chân dài, đầu ngắn?",toxic
"Tuan Quoc so sánh vs con gái, chửi con gái ngta đ* này đ* nọ, đéo biết mày có cc không nữa, hay não toàn phân bò",toxic
làm giáo án xóa kênh đi thầy,non-toxic
Chết mẹ nó rồi,toxic
Đáng sợ:))) thả tim cho abe❤️,non-toxic
Game gì đây ae,non-toxic
Thay vì ngồi xàm lol,toxic
Bích Phương thấy cmt bảo e Tăng Thanh Hà,non-toxic
Hải Yến tỏ ra thượng đẳng đ gì :)))) đhs t k care lắm ạ đcm đ ai hỏi ý kiến m,toxic
Phuong Thuy bạn nói đúng con hiếu mất dại,toxic
Điên,toxic
Cay sương sương,non-toxic
Ác quỷ cả hình hài lẫn tâm hồn 😌,toxic
ông này diễn hài xàm hay nhất ...,non-toxic
"Đang có cái game mua Hàu tặng bút này a e! Dùng cái của nợ chị vợ nói là đây nhé. CH!CH khỏe, CH!CH phê, đê mê tối ngày!!!",toxic
cho nhism xem mới là đau này,non-toxic
Khung này ổn áp không thầy,non-toxic
Nhìn anh như con cu ấy,toxic
Đi kiếm con linh nó đỏ sẫm do đánh chết mẹ nó đi rất um ho,toxic
KLq mới bạn thi xong và chuẩn bị Trường nào học vậy,non-toxic
Minh Nhật éo chết vì dịch chết vì nổ đt🤣🤣🤣🤣🤣🤣,toxic
"Bệnh viện chứ kp khách sạn, thích thì vào tù mà ngồi",toxic
Vài năm nữa đi ỉa chúng nó cũng bắt xin phép,toxic
Hợp lý anh ưi 🙄,non-toxic
Cho em hỏi cô chuyển giới chưa ạ,non-toxic
Hoàng Thu Hà táo quân năm nay có idol của Ca luôn,non-toxic
Không được cười Không được cười Không được cười Không được cười Không được cười,non-toxic
Chị Tiết bị chúng lời ngiền Gu chìiiiiiii dòi =))),non-toxic
2022về?!?!hài cốt có đc chưa chứ nói gì đến TD xuong thịt.,non-toxic
Minh Hiếu ơi. Chị chửi con Đĩ Thu ở Hàn Quốc đi chị,toxic
Tui muốn đi đúng làn lắm,non-toxic
From Mixi With Love ❤!,non-toxic
Cuộc sống cú vl =)),toxic
đjtme đỉnh thật sự,toxic
Cái thằng BD lộn kiếp nỗ banh nhà lòng,toxic
Yess,non-toxic
đm thầy🙂,toxic
Cứ ngỡ là Black widow :)),non-toxic
xin quả nhạc đầu,non-toxic
Đù,non-toxic
nhìn chị đẹp quá,non-toxic
"Mục đích của Bolsa TV khi phỏng vấn Trần Dần là gì? Lập trường của người phỏng vấn khi phỏng vấn ông Dần là gì? Khi phỏng vấn người khác ít nhất cũng mang một tư thái tôn trọng khách khí với đối tượng được phỏng vấn. Đằng này ngoài mặt nói lời nhẹ nhàng khách sáo nhưng sâu bên trong lại là mỉa mai trào phúng, thậm chí đôi khi cắt lời ngưòi ta, tỏ ra thiếu tôn trọng. Nếu không có nhẫn nại để nghe ngưòi ta nói thì đừng làm cuộc phỏng vấn đó. Xem mấy clip kiểu này của Bolsa, thấy tội nghiệp cho ông Dần già cả, tiếp nhận phỏng vấn mà còn bị ông đầu trọc xoay vòng vòng như con rối.",toxic
"Kô ai muốn phải cách ly ,nhưng vì sk cộng đồng cũng như sk chính mình hãy cố gắng lên bạn,bạn càng nói thì cái não của bạn sẽ bé đi nhiều.chúc bạn sau 14 ngày âm tính với corona.",toxic
Chi oi chi gisu vo nhu vsy cji lam tu thien di chi,non-toxic
Nhin c minh hieu con co duyen còn con di linh ca loc nhin mat  no muon cho no an dam,toxic
Lên Ti Vi cũng không quên trả tiền.,non-toxic
"Vài cái vở này cứ diễn đi diễn lại thấy nhàm quá, dân nghe nhiều thấy tởm",toxic
còn đây là idol của tui :v,non-toxic
Không còn gì để nói =]],non-toxic
Như Quỳnh rủ boà Trinh cho đủ tay :))))) ra nhà t ở. K lo chi hết :)))),non-toxic
Lỗ lồồn,toxic
"đừg đùa mấy cha CA mập mập :)), cỡ mấy thằg óc chó lập page này thì nó đập cho bố mẹ nhận ko ra nhé",toxic
@Bé Hoan Banana ?,non-toxic
"Dm. T mới bị con go go nó chạy sau nó đớp b ak, gửi cho nó pit mà",toxic
Choán hông 😌,non-toxic
Xem bực mình thêm,non-toxic
bà hà thâm hơn dái chó 🤣🤣,toxic
Fb minh hiếu nha,non-toxic
Đúng một quả ảnh hợp lí,non-toxic
Cũng giống lắm á :))),non-toxic
âm tính với covid là đúng rồi. nhưng dương tính với bệnh thần kinh. cách li nhầm cmn chỗ,toxic
Giáo án cc gì đây,toxic
Nguyễn Thịnh 6 múi luôn kìa,non-toxic
Sad,non-toxic
"Tết đến lương về mua xu may mắn lì xì, tặng quà tết bạn bè người thân mọi người eii",non-toxic
Nhac nhu lông lon thế chả bi hạch 😌😌,toxic
Sao k mổ cho thằng bố con mẹ lão bác sĩ chết ra đấy rồi bảo đúng quy trình? Địt mẹ chúng mày lũ sâu mọt thối nát.,toxic
Ngay lúc này lun. Sợ quá 😭😭😭,non-toxic
Nghe đến đoạn cuối thông đít nhau hàng ngày 😂😂 buồn cười vcl,toxic
Hòa Nguyễn đam mê nợ nần sẽ theo đuổi e,non-toxic
Mấy thằng ngu dốt mà tại sao gọi bọn nó là nhà trí thức ?,toxic
"Xàm ghê, có miến ziên nào chết liền , tự nhiên so sánh với Lisa",toxic
"1 ăn cả, ngã ăn l*n :))) Lê Chi",toxic
"Dcm fb 1tr fl mà cũng cho bay màu dc,giỏi đấy",toxic
Thầy làm như vậy là chết cdm tụi em ròi,toxic
Nhìn bộ trên tường vs cái ghế là đúng kiểu bạo dâm,toxic
12 con giáp không dóng còn nào🤔,toxic
Ăn nên làm ra là phải ĐẦU TƯ 👏🏿👏🏿👏🏿👏🏿,non-toxic
Hiep Tong chắc k ai nhận ra đâu 🤣,non-toxic
Du học sinh Úc đấy😂,non-toxic
Nhanh chậm cmm :)),toxic
Hanh Viet tất cả những lập luận viết sai chính tả đều như l,toxic
"@Been 93 Nguyễn tao theo dõi Linda từ 2013 tới bây giờ rồi chứ không phải mới đây mà biết hay không biết, tụi nó cmt ít có xàm lồn quá nên bị chửi là vừa, rồi nói cmt khen mà cũng bị  chửi là do tụi ",toxic
"Ăn mặc không để đụng hàng, nên cũng không giống ai và con gì luôn.",toxic
Đan Thi Thao Nguyen Pham Thi Thi xanh mặt liền :(((((,non-toxic
Huỳnh Minh lực,non-toxic
"Cc gì zậy ô già , để cho mấy đứa nó ngủ coi 😳😳",toxic
Ty Pé bé dâu bắt trend lẹ ghê 🤣🤣,non-toxic
Lan Hoa mấy đứa suốt ngày bảo người ta đạo này nọ cả đời chỉ núp dưới bóng của người khác 🙂,toxic
Lê Hà Thư vẫn cứ là ok:))),non-toxic
Giá đã niêm yết. Ngu mua đắc chí để thằng ad sủa. Tuy nhiên cũng phải chấn chỉnh cho nề nếp,toxic
Chị ba .bản lĩnh con cháu hai bà trưng bà triệu👍🙏❤🌍,non-toxic
Vl,toxic
Cho em dia chi Di chi,non-toxic
Minh hiếu nói chuyện duyên dáng quá,non-toxic
Nghe giọng lứng quá abe,toxic
Long Nguyen :))) câm,toxic
CHỉ cần rửa tay và ở yên trong nhà :),non-toxic
Minh Anh Mai Xin mọi người 3s để like và follow cho fanpage của mình nha.,non-toxic
Đm m hồ khang ạ,toxic
Xa La Công Tử share về các page,non-toxic
Huynh Tam HT nó ghi sống nhanh mà :)),non-toxic
"Khi sự thật nó trần trụi thì chả con bò nào chịu như thế cả. Tư duy chỉ cần thắng bóng đá còn nô lệ, ô nhiễm chết lần chết mòn, dân tộc suy vong thì mặc kệ. Chính điểm yếu này mà tầng lớp thanh niên VN bị CS dắt mũi như những con lừa chỉ bằng vài trận bóng. Sự Thật luôn nghịch nhĩ.",toxic
khựa nhé :)))),toxic
dư luận viên vào ẳng nào :v,toxic
má lên clip rồi. mà đéo hiểu có ai giúp cho những người này hay không. mặt rõ ràng ra rồi. mà cũng chẳng đéo quan tâm,toxic
giàu mà ko biết chia chác cho tụi nó thì bầu Kiên đã là một ví dụ.,toxic
"Hoàng Văn nếu là nhà tài trợ thưởng thì ko mất thuế,nhưng sợ ko biết có tới tay mấy e đc ko nè",non-toxic
Kim Thanh đm thanh nhé,toxic
Mình mua chai 300k ve sịt nhứ cái quần què thấy mình ngu ghê luôn,toxic
có thể suy ra 84% nhất trí là máy thằng ml tham ô :))),toxic
ngoài 50 thì chắc bố của nhung,non-toxic
Tuyển thủ trong team chuyên nghiệp mang Pubg VN ra thế giới này :)),non-toxic
Ít ra cứ phải chúc mừng Hồng Kong cái đã. Chắc còn phải được hưởng dân chủ thêm chục năm.,non-toxic
người sản xuất iphone idol anh độ rồi :v,non-toxic
Tấm đầu tìm mãi mới thấy anh chả =)),non-toxic
"đỉnh nhất vẫn là \""chiếc khăn gió ấm\""",non-toxic
Chỉ có mấy con thùng thần khùng và vô học mới khen hay và mùi đả lớn mà nói tuc mà mọi người còn cổ vủ hay tôi tinh toàn bị hư học coi đi đồng nay sắp lắc đi,toxic
Nh e là đời lên đéo cần e,toxic
Phai cho Co nay 1 bai hoc de biet the nao la le do..An noi qua u la mat day... vo van hoa.,toxic
Bao giờ bọn chó nó chết cùng thì mới ko an toàn,toxic
đọc đâu cũng thấy lầm than :)))),non-toxic
Nát hết cmn rồi,toxic
Lan Vi quả này mưa rào r :)),non-toxic
Giả ốm để khỏi stream,non-toxic
Ba nay mat dai qua lon roi an noi tuc tiu hay ho gi,toxic
Cho ra những tấm ảnh đầy tính ấu dâm,toxic
"Mỹ mà ... lúc có lợi thì họ dung hết xài rồi vứt,",toxic
Tóc đẹp lồn lộn vcl anh :))) đan xen từ ngữ chất vl,toxic
Thôi hoà bình công lý gì? Làm loạn :3,non-toxic
Mời Dì Hai (ca sỹ Tuấn Phong) đi Anh Chị ❤️❤️,non-toxic
Anh nên xuống địa phủ chơi vs diêm vương cho đỡ ngột ngạt nhá anh,toxic
"mày bị ngu hay gì mà m hổng hiểu , mày ngon m để hình bản mày lên là xác định 8h tối nay dở nóc nhà màyyy",toxic
"Cẩu quan thì luôn có những sáng kiến dị hợm, mà ko biết chúng có biết chữ để đọc báo ko?",toxic
Abe mua áo như này là chet con di me sela rồi =)),toxic
nhìn hài vailon anh 🙂,toxic
"Với tài năng của thủ tướng cộng với trí tuệ của ông Kiên, minh tin rằng năm sau kinh tế VN sẽ hóa rồng lộn xuống thiên đường XHCN",non-toxic
Dat Nguyen đôi lúc cũng có bài k hay chứ chẳng lẽ hay hết 🙄,non-toxic
vcl mấy thằng liệt não =)),toxic
Long Nguyễn do não m khôn hay ngu thôi,toxic
cận CL ! dân nghèo rớt ra xây cái nhà ga 900mil USD... 2` @@,toxic
"Như cc vay cái qq j mà vay lắm thế, ta khinh ! Đậu!",toxic
Mỹ Hạnh hạnh là 1 bông hoa dại à 🤣,non-toxic
Dm! qua đợt dịch này thì thằng sống ích kỷ này chắc sớm gia nhập juventuts,toxic
Ai cho t biết nhạc n ntn k 🤦‍♀️,non-toxic
Da thị ba,non-toxic
a xamlol qua,toxic
Lúc còn thời thì chửi ng ta. Hết thời rồi ra cái vẻ tiếc. Vớ vẩn vl :)),toxic
Ngon mẹ gì mà ăn nhỉ,toxic
hq k còn ca nào nhiễm vì nhiễm gần hết,non-toxic
Nói về mấy ông bụng phệ ở trong chích quyền thôi nói cả đời vẫn ko hết chuyện...mãi cũng ko sửa đc..nó ăn vào xương vào tủy rồi.,toxic
"@Been 93 Nguyễn Thế bây giờ còn chửi ai không, tụi bây cũng ít rảnh lồn quá mà, vô cmt cũng đàng hoàng gì...nói trên đầu người ta không chứ đàng hoàng gì",toxic
Ad nói chiện như cc ngta phò thì đã sao ngta có trộm cướp gì nhà m chưa hả con chó ad ??? M đã xác định đc nghề nghiệp của ta chưa mà chửi chửi thì chửi cho đúng chư đừng thấy sao,toxic
Thế K-ICM ko phải là con trai rồi mà là cây ATM,toxic
"Page này khác đ gì VT đâu ~~ toàn đăng bừa ẩu bậy.T like page này vì lúc đầu tụi nó nói đúng,càng về sau thì càng lòi cái mặt ra ~~",toxic
Đưa a Độ về bắt ít gà Tày làm khô gà bán cho các ông đấy,non-toxic
